product,region,channel,market_tier,date,units,price,revenue,year,month,quarter,year_month,asp
Product A,East,Online,B,2022-11-01,1577,49.2982663901057,77743.3660971967,2022,11,4,2022-11,49.29826639010571
Product A,East,Online,B,2022-12-01,1777,52.1465428662486,92664.4066733238,2022,12,4,2022-12,52.14654286624862
Product A,East,Online,B,2023-01-01,1215,50.2245900325943,61022.876889602,2023,1,1,2023-01,50.224590032594236
Product A,East,Online,B,2023-02-01,1582,50.4451276152395,79804.1918873088,2023,2,1,2023-02,50.44512761523944
Product A,East,Online,B,2023-03-01,1367,48.7559526774567,66649.3873100833,2023,3,1,2023-03,48.75595267745669
Product A,East,Online,B,2023-04-01,1117,49.4438359769993,55228.7647863082,2023,4,2,2023-04,49.44383597699929
Product A,East,Online,B,2023-05-01,1304,50.729631279828,66151.4391888957,2023,5,2,2023-05,50.72963127982799
Product A,East,Online,B,2023-06-01,911,49.3263302673586,44936.2868735637,2023,6,2,2023-06,49.32633026735862
Product A,East,Online,B,2023-07-01,967,49.8384957504459,48193.8253906812,2023,7,3,2023-07,49.838495750445915
Product A,East,Online,B,2023-08-01,1378,48.3850904530846,66674.6546443505,2023,8,3,2023-08,48.38509045308455
Product A,East,Online,B,2023-09-01,1166,49.9061847443227,58190.6114118802,2023,9,3,2023-09,49.906184744322644
Product A,East,Online,B,2023-10-01,1259,52.1579012472648,65666.7976703064,2023,10,4,2023-10,52.15790124726482
Product A,East,Online,B,2023-11-01,869,47.6283021492418,41388.9945676911,2023,11,4,2023-11,47.628302149241776
Product A,East,Online,B,2023-12-01,971,49.4159195094835,47982.8578437085,2023,12,4,2023-12,49.41591950948352
Product A,East,Online,B,2024-01-01,851,48.7513051077258,41487.3606466746,2024,1,1,2024-01,48.751305107725734
Product A,East,Online,B,2024-02-01,1140,50.3882341145072,57442.5868905382,2024,2,1,2024-02,50.38823411450719
Product A,East,Online,B,2024-03-01,809,47.8407946019433,38703.2028329722,2024,3,1,2024-03,47.84079460194339
Product A,East,Online,B,2024-04-01,1375,50.7518234534655,69783.757248515,2024,4,2,2024-04,50.751823453465455
Product A,East,Online,B,2024-05-01,906,47.770839688601,43280.3807578725,2024,5,2,2024-05,47.770839688600994
Product A,East,Online,B,2024-06-01,1898,48.9553186215926,92917.1947437827,2024,6,2,2024-06,48.955318621592575
Product A,East,Online,B,2024-07-01,1175,49.0534718544222,57637.8294289461,2024,7,3,2024-07,49.05347185442221
Product A,East,Online,B,2024-08-01,882,49.708464135183,43842.8653672314,2024,8,3,2024-08,49.708464135183
Product A,East,Online,B,2024-09-01,1119,49.6806304960046,55592.6255250291,2024,9,3,2024-09,49.68063049600456
Product A,East,Online,B,2024-10-01,1064,52.4608961865306,55818.3935424685,2024,10,4,2024-10,52.46089618653054
Product A,East,Online,B,2024-11-01,1279,50.5582081037574,64663.9481647057,2024,11,4,2024-11,50.55820810375739
Product A,East,Online,B,2024-12-01,1242,49.0750074887183,60951.1593009881,2024,12,4,2024-12,49.07500748871828
Product B,East,Online,B,2022-01-01,559,41.449685357511,23170.3741148487,2022,1,1,2022-01,41.449685357511086
Product B,East,Online,B,2022-02-01,593,39.3507835958153,23335.0146723185,2022,2,1,2022-02,39.350783595815344
Product B,East,Online,B,2022-03-01,781,40.686493575573,31776.1514825225,2022,3,1,2022-03,40.68649357557298
Product B,East,Online,B,2022-04-01,1259,41.5980603527278,52371.9579840843,2022,4,2,2022-04,41.5980603527278
Product B,East,Online,B,2022-05-01,1099,41.3769911648706,45473.3132901927,2022,5,2,2022-05,41.37699116487052
Product B,East,Online,B,2022-06-01,719,38.3583977278322,27579.6879663114,2022,6,2,2022-06,38.35839772783227
Product B,East,Online,B,2022-07-01,901,39.1973452661186,35316.8080847729,2022,7,3,2022-07,39.197345266118646
Product B,East,Online,B,2022-08-01,726,40.1234741499647,29129.6422328744,2022,8,3,2022-08,40.12347414996474
Product B,East,Online,B,2022-09-01,795,39.5164078949019,31415.544276447,2022,9,3,2022-09,39.51640789490189
Product B,East,Online,B,2022-10-01,868,41.3810034692288,35918.7110112906,2022,10,4,2022-10,41.3810034692288
Product B,East,Online,B,2022-11-01,1554,41.4443062655628,64404.4519366846,2022,11,4,2022-11,41.44430626556281
Product B,East,Online,B,2022-12-01,609,40.7253531357273,24801.740059658,2022,12,4,2022-12,40.725353135727424
Product B,East,Online,B,2023-01-01,765,40.0019263867289,30601.4736858476,2023,1,1,2023-01,40.00192638672889
Product B,East,Online,B,2023-02-01,480,41.2037964230403,19777.8222830594,2023,2,1,2023-02,41.203796423040416
Product B,East,Online,B,2023-03-01,870,38.1858194451779,33221.6629173048,2023,3,1,2023-03,38.18581944517793
Product B,East,Online,B,2023-04-01,1139,39.0471130218357,44474.6617318708,2023,4,2,2023-04,39.04711302183565
Product B,East,Online,B,2023-05-01,1246,38.7944858111441,48337.9293206856,2023,5,2,2023-05,38.79448581114414
Product B,East,Online,B,2023-06-01,538,41.2645912757143,22200.3501063343,2023,6,2,2023-06,41.26459127571431
Product B,East,Online,B,2023-07-01,842,41.3726992914453,34835.812803397,2023,7,3,2023-07,41.372699291445365
Product B,East,Online,B,2023-08-01,1134,41.3312254380435,46869.6096467413,2023,8,3,2023-08,41.331225438043475
Product B,East,Online,B,2023-09-01,689,39.0827470785007,26928.012737087,2023,9,3,2023-09,39.082747078500724
Product B,East,Online,B,2023-10-01,799,38.0779756912962,30424.3025773456,2023,10,4,2023-10,38.07797569129612
Product B,East,Online,B,2023-11-01,837,40.5224018907174,33917.2503825305,2023,11,4,2023-11,40.52240189071745
Product B,East,Online,B,2023-12-01,928,40.9922330789268,38040.7922972441,2023,12,4,2023-12,40.99223307892683
Product B,East,Online,B,2024-01-01,912,40.0226953886449,36500.6981944442,2024,1,1,2024-01,40.022695388644955
Product B,East,Online,B,2024-02-01,1077,39.4585186680779,42496.8246055199,2024,2,1,2024-02,39.4585186680779
Product B,East,Online,B,2024-03-01,759,39.2392842741683,29782.6167640937,2024,3,1,2024-03,39.23928427416825
Product B,East,Online,B,2024-04-01,941,39.4384174877778,37111.5508559989,2024,4,2,2024-04,39.43841748777779
Product B,East,Online,B,2024-05-01,1674,39.4514972148463,66041.8063376527,2024,5,2,2024-05,39.4514972148463
Product B,East,Online,B,2024-06-01,1004,40.1545967515558,40315.215138562,2024,6,2,2024-06,40.15459675155578
Product B,East,Online,B,2024-07-01,824,40.6094706030563,33462.2037769184,2024,7,3,2024-07,40.609470603056316
Product B,East,Online,B,2024-08-01,563,39.6136479089037,22302.4837727128,2024,8,3,2024-08,39.61364790890373
Product B,East,Online,B,2024-09-01,791,40.3320071930066,31902.6176896682,2024,9,3,2024-09,40.332007193006575
Product B,East,Online,B,2024-10-01,825,40.7830938454717,33646.0524225142,2024,10,4,2024-10,40.783093845471754
Product B,East,Online,B,2024-11-01,872,41.566093409434004,36245.6334530264,2024,11,4,2024-11,41.56609340943395
Product B,East,Online,B,2024-12-01,759,41.7918364992365,31720.0039029205,2024,12,4,2024-12,41.791836499236496
Product C,East,Online,B,2022-01-01,472,34.7228376762941,16389.1793832108,2022,1,1,2022-01,34.72283767629407
Product C,East,Online,B,2022-02-01,469,35.4781137249665,16639.2353370093,2022,2,1,2022-02,35.478113724966526
Product C,East,Online,B,2022-03-01,534,33.872822896461,18088.0874267102,2022,3,1,2022-03,33.87282289646105
Product C,East,Online,B,2022-04-01,915,33.5311080206884,30680.9638389299,2022,4,2,2022-04,33.531108020688414
Product C,East,Online,B,2022-05-01,847,35.2305918711936,29840.311314901,2022,5,2,2022-05,35.230591871193624
Product C,East,Online,B,2022-06-01,597,36.109462745022,21557.3492587782,2022,6,2,2022-06,36.10946274502211
Product C,East,Online,B,2022-07-01,374,35.9089463819982,13429.9459468673,2022,7,3,2022-07,35.90894638199813
Product C,East,Online,B,2022-08-01,463,35.2513838247396,16321.3907108544,2022,8,3,2022-08,35.25138382473953
Product C,East,Online,B,2022-09-01,512,36.7106402314967,18795.8477985263,2022,9,3,2022-09,36.71064023149668
Product C,East,Online,B,2022-10-01,649,36.7331002985593,23839.782093765,2022,10,4,2022-10,36.73310029855932
Product C,East,Online,B,2022-11-01,538,34.3750310420291,18493.7667006117,2022,11,4,2022-11,34.375031042029185
Product C,East,Online,B,2022-12-01,1051,33.8520627177786,35578.5179163853,2022,12,4,2022-12,33.852062717778594
Product C,East,Online,B,2023-01-01,542,34.5522745152703,18727.3327872765,2023,1,1,2023-01,34.5522745152703
Product C,East,Online,B,2023-02-01,430,35.1363212089054,15108.6181198293,2023,2,1,2023-02,35.13632120890535
Product C,East,Online,B,2023-03-01,563,36.0893572343048,20318.3081229136,2023,3,1,2023-03,36.0893572343048
Product C,East,Online,B,2023-04-01,524,35.6953962016851,18704.387609683,2023,4,2,2023-04,35.695396201685114
Product C,East,Online,B,2023-05-01,702,36.3998369302135,25552.6855250099,2023,5,2,2023-05,36.39983693021353
Product C,East,Online,B,2023-06-01,718,35.7814053921029,25691.0490715299,2023,6,2,2023-06,35.781405392102926
Product C,East,Online,B,2023-07-01,645,34.1426751598483,22022.0254781022,2023,7,3,2023-07,34.14267515984837
Product C,East,Online,B,2023-08-01,395,34.3303508296376,13560.4885777069,2023,8,3,2023-08,34.33035082963772
Product C,East,Online,B,2023-09-01,628,35.8639307717094,22522.5485246335,2023,9,3,2023-09,35.8639307717094
Product C,East,Online,B,2023-10-01,708,33.9683617426781,24049.6001138161,2023,10,4,2023-10,33.968361742678105
Product C,East,Online,B,2023-11-01,461,34.2509416064713,15789.6840805833,2023,11,4,2023-11,34.250941606471365
Product C,East,Online,B,2023-12-01,837,36.396047804621,30463.4920124678,2023,12,4,2023-12,36.39604780462103
Product C,East,Online,B,2024-01-01,731,33.8379301243694,24735.5269209141,2024,1,1,2024-01,33.83793012436949
Product C,East,Online,B,2024-02-01,1071,33.7525881001493,36149.0218552599,2024,2,1,2024-02,33.7525881001493
Product C,East,Online,B,2024-03-01,628,35.8171670777956,22493.1809248556,2024,3,1,2024-03,35.81716707779554
Product C,East,Online,B,2024-04-01,705,35.149924721336,24780.6969285419,2024,4,2,2024-04,35.14992472133603
Product C,East,Online,B,2024-05-01,716,35.1484220103594,25166.2701594173,2024,5,2,2024-05,35.14842201035936
Product C,East,Online,B,2024-06-01,713,35.7110312216682,25461.9652610495,2024,6,2,2024-06,35.7110312216683
Product C,East,Online,B,2024-07-01,385,35.5301950513385,13679.1250947653,2024,7,3,2024-07,35.530195051338445
Product C,East,Online,B,2024-08-01,404,35.9142248687567,14509.3468469777,2024,8,3,2024-08,35.91422486875668
Product C,East,Online,B,2024-09-01,603,34.2327564548468,20642.3521422726,2024,9,3,2024-09,34.232756454846765
Product C,East,Online,B,2024-10-01,586,36.6943184802076,21502.8706294016,2024,10,4,2024-10,36.694318480207514
Product C,East,Online,B,2024-11-01,689,36.6228498836281,25233.1435698197,2024,11,4,2024-11,36.62284988362801
Product C,East,Online,B,2024-12-01,402,33.3483158195158,13406.0229594454,2024,12,4,2024-12,33.34831581951592
Product D,East,Online,B,2022-01-01,275,30.7412005544174,8453.8301524648,2022,1,1,2022-01,30.741200554417453
Product D,East,Online,B,2022-02-01,305,29.6003300375305,9028.10066144681,2022,2,1,2022-02,29.600330037530522
Product D,East,Online,B,2022-03-01,515,29.5621574269608,15224.5110748848,2022,3,1,2022-03,29.562157426960777
Product D,East,Online,B,2022-04-01,353,28.558190104086,10081.0411067423,2022,4,2,2022-04,28.558190104085835
Product D,East,Online,B,2022-05-01,381,30.7766816541553,11725.9157102332,2022,5,2,2022-05,30.77668165415538
Product D,East,Online,B,2022-06-01,476,28.9728550321888,13791.0789953219,2022,6,2,2022-06,28.972855032188864
Product D,East,Online,B,2022-07-01,376,28.8368270248175,10842.6469613314,2022,7,3,2022-07,28.836827024817556
Product D,East,Online,B,2022-08-01,424,30.6414410846774,12991.9710199032,2022,8,3,2022-08,30.641441084677357
Product D,East,Online,B,2022-09-01,729,29.835656857118,21750.193848839,2022,9,3,2022-09,29.83565685711797
Product D,East,Online,B,2022-10-01,341,28.57842246769,9745.24206148228,2022,10,4,2022-10,28.578422467689972
Product D,East,Online,B,2022-11-01,420,31.2592347864993,13128.8786103297,2022,11,4,2022-11,31.259234786499288
Product D,East,Online,B,2022-12-01,400,30.854791083606,12341.9164334424,2022,12,4,2022-12,30.854791083606003
Product D,East,Online,B,2023-01-01,605,29.7753281453624,18014.0735279443,2023,1,1,2023-01,29.77532814536248
Product D,East,Online,B,2023-02-01,343,28.8874156668317,9908.38357372326,2023,2,1,2023-02,28.88741566683166
Product D,East,Online,B,2023-03-01,408,30.9561540491413,12630.1108520497,2023,3,1,2023-03,30.95615404914142
Product D,East,Online,B,2023-04-01,586,30.6504201788921,17961.1462248308,2023,4,2,2023-04,30.65042017889215
Product D,East,Online,B,2023-05-01,370,29.7365619102493,11002.5279067922,2023,5,2,2023-05,29.73656191024919
Product D,East,Online,B,2023-06-01,732,29.0247351096477,21246.1061002621,2023,6,2,2023-06,29.024735109647676
Product D,East,Online,B,2023-07-01,499,28.5323404334486,14237.6378762908,2023,7,3,2023-07,28.5323404334485
Product D,East,Online,B,2023-08-01,323,29.5227082036436,9535.83474977687,2023,8,3,2023-08,29.52270820364356
Product D,East,Online,B,2023-09-01,475,29.0681162732653,13807.355229801,2023,9,3,2023-09,29.068116273265264
Product D,East,Online,B,2023-10-01,444,30.1870275910478,13403.0402504252,2023,10,4,2023-10,30.187027591047748
Product D,East,Online,B,2023-11-01,508,30.2643881589174,15374.3091847301,2023,11,4,2023-11,30.26438815891752
Product D,East,Online,B,2023-12-01,460,29.3452676266897,13498.8231082773,2023,12,4,2023-12,29.345267626689783
Product D,East,Online,B,2024-01-01,561,31.2779666308779,17546.9392799225,2024,1,1,2024-01,31.277966630877895
Product D,East,Online,B,2024-02-01,307,30.6120672896504,9397.90465792268,2024,2,1,2024-02,30.612067289650422
Product D,East,Online,B,2024-03-01,379,29.3293680895586,11115.8305059427,2024,3,1,2024-03,29.329368089558574
Product D,East,Online,B,2024-04-01,468,30.6455444160383,14342.1147867059,2024,4,2,2024-04,30.64554441603825
Product D,East,Online,B,2024-05-01,389,30.3261537118815,11796.8737939219,2024,5,2,2024-05,30.326153711881492
Product D,East,Online,B,2024-06-01,386,29.7246435305569,11473.712402795,2024,6,2,2024-06,29.724643530556992
Product D,East,Online,B,2024-07-01,435,29.001953006722,12615.8495579241,2024,7,3,2024-07,29.001953006722072
Product D,East,Online,B,2024-08-01,423,28.5733890566044,12086.5435709436,2024,8,3,2024-08,28.573389056604256
Product D,East,Online,B,2024-09-01,232,28.9641182573978,6719.67543571629,2024,9,3,2024-09,28.9641182573978
Product D,East,Online,B,2024-10-01,628,30.2597472213674,19003.1212550187,2024,10,4,2024-10,30.25974722136736
Product D,East,Online,B,2024-11-01,517,29.1554579869844,15073.3717792709,2024,11,4,2024-11,29.15545798698433
Product D,East,Online,B,2024-12-01,891,28.6331749507226,25512.1588810938,2024,12,4,2024-12,28.63317495072256
Product A,West,Online,B,2022-01-01,1025,52.0725503040012,53374.3640616012,2022,1,1,2022-01,52.07255030400117
Product A,West,Online,B,2022-02-01,775,51.8507170339581,40184.3057013175,2022,2,1,2022-02,51.85071703395806
Product A,West,Online,B,2022-03-01,1749,51.6323536704294,90304.9865695811,2022,3,1,2022-03,51.632353670429445
Product A,West,Online,B,2022-04-01,2035,50.548353822669,102865.900029131,2022,4,2,2022-04,50.548353822668794
Product A,West,Online,B,2022-05-01,741,51.1181597539689,37878.556377691,2022,5,2,2022-05,51.11815975396896
Product A,West,Online,B,2022-06-01,1134,51.4844182319939,58383.3302750811,2022,6,2,2022-06,51.484418231993914
Product A,West,Online,B,2022-07-01,834,51.8383693613578,43233.2000473724,2022,7,3,2022-07,51.83836936135779
Product A,West,Online,B,2022-08-01,925,51.0016988578718,47176.5714435314,2022,8,3,2022-08,51.00169885787179
Product A,West,Online,B,2022-09-01,937,49.1781397198793,46079.9169175269,2022,9,3,2022-09,49.17813971987929
Product A,West,Online,B,2022-10-01,712,49.9882024060935,35591.6001131386,2022,10,4,2022-10,49.98820240609354
Product A,West,Online,B,2022-11-01,1052,51.3812312285882,54053.0552524747,2022,11,4,2022-11,51.38123122858812
Product A,West,Online,B,2022-12-01,1521,49.595793269109,75435.2015623148,2022,12,4,2022-12,49.59579326910901
Product A,West,Online,B,2023-01-01,860,50.4151074425317,43356.9924005773,2023,1,1,2023-01,50.41510744253174
Product A,West,Online,B,2023-02-01,862,49.0027701179497,42240.3878416726,2023,2,1,2023-02,49.00277011794965
Product A,West,Online,B,2023-03-01,1278,48.2353291730396,61644.7506831447,2023,3,1,2023-03,48.23532917303967
Product A,West,Online,B,2023-04-01,1300,48.8777694944292,63541.100342758,2023,4,2,2023-04,48.87776949442923
Product A,West,Online,B,2023-05-01,690,48.5148462164216,33475.2438893309,2023,5,2,2023-05,48.514846216421596
Product A,West,Online,B,2023-06-01,1106,48.6259769881144,53780.3305488545,2023,6,2,2023-06,48.625976988114374
Product A,West,Online,B,2023-07-01,1378,50.0997994781937,69037.523680951,2023,7,3,2023-07,50.09979947819375
Product A,West,Online,B,2023-08-01,1302,52.1031158440746,67838.2568289852,2023,8,3,2023-08,52.10311584407466
Product A,West,Online,B,2023-09-01,1018,50.4073002678342,51314.6316726552,2023,9,3,2023-09,50.40730026783419
Product A,West,Online,B,2023-10-01,1211,48.8075029884931,59105.8861190651,2023,10,4,2023-10,48.80750298849306
Product A,West,Online,B,2023-11-01,752,49.3698469828814,37126.1249311268,2023,11,4,2023-11,49.36984698288138
Product A,West,Online,B,2023-12-01,1096,50.3176945168525,55148.1931904703,2023,12,4,2023-12,50.31769451685246
Product A,West,Online,B,2024-01-01,730,48.2975288061425,35257.196028484,2024,1,1,2024-01,48.297528806142466
Product A,West,Online,B,2024-02-01,829,50.8540116983932,42157.9756979679,2024,2,1,2024-02,50.85401169839312
Product A,West,Online,B,2024-03-01,1178,47.5913444045,56062.603708501,2024,3,1,2024-03,47.5913444045
Product A,West,Online,B,2024-04-01,809,47.5619411980733,38477.6104292413,2024,4,2,2024-04,47.5619411980733
Product A,West,Online,B,2024-05-01,1153,50.8233374706469,58599.3081036559,2024,5,2,2024-05,50.82333747064692
Product A,West,Online,B,2024-06-01,1203,48.5278186236974,58378.965804308,2024,6,2,2024-06,48.52781862369742
Product A,West,Online,B,2024-07-01,956,49.4194658414926,47245.009344467,2024,7,3,2024-07,49.41946584149267
Product A,West,Online,B,2024-08-01,1491,48.297518157633,72011.5995730308,2024,8,3,2024-08,48.297518157633
Product A,West,Online,B,2024-09-01,734,51.0427623719443,37465.3875810071,2024,9,3,2024-09,51.04276237194427
Product A,West,Online,B,2024-10-01,1217,50.5737542966381,61548.2589790085,2024,10,4,2024-10,50.57375429663804
Product A,West,Online,B,2024-11-01,1026,47.8053267521318,49048.2652476872,2024,11,4,2024-11,47.805326752131776
Product A,West,Online,B,2024-12-01,985,49.5312771084718,48788.3079518448,2024,12,4,2024-12,49.531277108471876
Product B,West,Online,B,2022-01-01,728,38.4201669674367,27969.8815522939,2022,1,1,2022-01,38.42016696743668
Product B,West,Online,B,2022-02-01,504,39.6100224032998,19963.4512912631,2022,2,1,2022-02,39.6100224032998
Product B,West,Online,B,2022-03-01,469,39.822706349194,18676.849277772,2022,3,1,2022-03,39.82270634919403
Product B,West,Online,B,2022-04-01,664,40.4985809857026,26891.0577745065,2022,4,2,2022-04,40.49858098570256
Product B,West,Online,B,2022-05-01,1169,38.3154211202636,44790.7272895882,2022,5,2,2022-05,38.31542112026364
Product B,West,Online,B,2022-06-01,767,39.3679308984429,30195.2029991057,2022,6,2,2022-06,39.36793089844289
Product B,West,Online,B,2022-07-01,717,38.0947451628745,27313.932281781,2022,7,3,2022-07,38.094745162874474
Product B,West,Online,B,2022-08-01,631,39.3660657536238,24839.9874905366,2022,8,3,2022-08,39.36606575362377
Product B,West,Online,B,2022-09-01,747,41.1334448931739,30726.6833352009,2022,9,3,2022-09,41.133444893173895
Product B,West,Online,B,2022-10-01,577,40.9648409271613,23636.7132149721,2022,10,4,2022-10,40.964840927161355
Product B,West,Online,B,2022-11-01,981,41.2646844368428,40480.6554325428,2022,11,4,2022-11,41.26468443684281
Product B,West,Online,B,2022-12-01,853,38.222253263928,32603.5820341306,2022,12,4,2022-12,38.22225326392802
Product B,West,Online,B,2023-01-01,549,38.6060541504994,21194.7237286242,2023,1,1,2023-01,38.60605415049945
Product B,West,Online,B,2023-02-01,683,40.6124237906188,27738.2854489926,2023,2,1,2023-02,40.61242379061874
Product B,West,Online,B,2023-03-01,808,39.5711559746414,31973.4940275103,2023,3,1,2023-03,39.571155974641464
Product B,West,Online,B,2023-04-01,896,38.7350949142128,34706.6450431347,2023,4,2,2023-04,38.73509491421283
Product B,West,Online,B,2023-05-01,1132,38.5136118261144,43597.4085871615,2023,5,2,2023-05,38.5136118261144
Product B,West,Online,B,2023-06-01,672,38.5155853424221,25882.4733501077,2023,6,2,2023-06,38.51558534242217
Product B,West,Online,B,2023-07-01,903,40.4966430170462,36568.4686443927,2023,7,3,2023-07,40.496643017046175
Product B,West,Online,B,2023-08-01,888,40.0080109452829,35527.1137194112,2023,8,3,2023-08,40.008010945282884
Product B,West,Online,B,2023-09-01,660,39.952647222206,26368.747166656,2023,9,3,2023-09,39.95264722220606
Product B,West,Online,B,2023-10-01,594,41.4912655539811,24645.8117390648,2023,10,4,2023-10,41.491265553981144
Product B,West,Online,B,2023-11-01,579,38.7691906476393,22447.3613849832,2023,11,4,2023-11,38.76919064763938
Product B,West,Online,B,2023-12-01,855,41.0388132333755,35088.1853145361,2023,12,4,2023-12,41.038813233375556
Product B,West,Online,B,2024-01-01,683,38.8776043141261,26553.4037465481,2024,1,1,2024-01,38.87760431412607
Product B,West,Online,B,2024-02-01,1088,38.6266091875732,42025.7507960796,2024,2,1,2024-02,38.62660918757316
Product B,West,Online,B,2024-03-01,799,38.5763976443559,30822.5417178404,2024,3,1,2024-03,38.57639764435594
Product B,West,Online,B,2024-04-01,735,41.5454217717052,30535.8850022033,2024,4,2,2024-04,41.54542177170517
Product B,West,Online,B,2024-05-01,626,40.6748695839196,25462.4683595337,2024,5,2,2024-05,40.67486958391965
Product B,West,Online,B,2024-06-01,701,39.827200868167,27918.8678085851,2024,6,2,2024-06,39.82720086816705
Product B,West,Online,B,2024-07-01,770,40.8640127126127,31465.2897887118,2024,7,3,2024-07,40.86401271261273
Product B,West,Online,B,2024-08-01,634,40.8286267388612,25885.349352438,2024,8,3,2024-08,40.828626738861196
Product B,West,Online,B,2024-09-01,809,40.5868722228333,32834.7796282722,2024,9,3,2024-09,40.58687222283337
Product B,West,Online,B,2024-10-01,721,41.6638932358474,30039.6670230459,2024,10,4,2024-10,41.66389323584729
Product B,West,Online,B,2024-11-01,766,38.798580260016,29719.7124791723,2024,11,4,2024-11,38.79858026001606
Product B,West,Online,B,2024-12-01,657,39.7399710249156,26109.1609633695,2024,12,4,2024-12,39.739971024915526
Product C,West,Online,B,2022-01-01,811,33.3796256481437,27070.8764006445,2022,1,1,2022-01,33.37962564814365
Product C,West,Online,B,2022-02-01,549,33.8009599010693,18556.726985687,2022,2,1,2022-02,33.80095990106922
Product C,West,Online,B,2022-03-01,537,35.7078663549619,19175.1242326145,2022,3,1,2022-03,35.70786635496182
Product C,West,Online,B,2022-04-01,383,35.8402745128842,13726.8251384347,2022,4,2,2022-04,35.840274512884335
Product C,West,Online,B,2022-05-01,692,34.7540586596588,24049.8085924839,2022,5,2,2022-05,34.75405865965882
Product C,West,Online,B,2022-06-01,456,34.4782688597916,15722.090600065,2022,6,2,2022-06,34.47826885979166
Product C,West,Online,B,2022-07-01,411,34.9450107781449,14362.3994298176,2022,7,3,2022-07,34.94501077814501
Product C,West,Online,B,2022-08-01,648,33.3326285525691,21599.5433020648,2022,8,3,2022-08,33.33262855256914
Product C,West,Online,B,2022-09-01,461,36.2214787086705,16698.1016846971,2022,9,3,2022-09,36.221478708670496
Product C,West,Online,B,2022-10-01,368,35.5342630536761,13076.6088037528,2022,10,4,2022-10,35.53426305367609
Product C,West,Online,B,2022-11-01,889,33.9002667415189,30137.3371332103,2022,11,4,2022-11,33.9002667415189
Product C,West,Online,B,2022-12-01,316,35.1658184482949,11112.3986296612,2022,12,4,2022-12,35.165818448294935
Product C,West,Online,B,2023-01-01,603,36.307919758372,21893.6756142983,2023,1,1,2023-01,36.30791975837197
Product C,West,Online,B,2023-02-01,676,34.0532685730141,23020.0095553575,2023,2,1,2023-02,34.05326857301405
Product C,West,Online,B,2023-03-01,449,34.439066052204,15463.1406574396,2023,3,1,2023-03,34.43906605220401
Product C,West,Online,B,2023-04-01,677,35.9666314531351,24349.4094937724,2023,4,2,2023-04,35.96663145313501
Product C,West,Online,B,2023-05-01,678,34.0825267096516,23107.9531091438,2023,5,2,2023-05,34.082526709651624
Product C,West,Online,B,2023-06-01,791,33.5174558428116,26512.307571664,2023,6,2,2023-06,33.517455842811636
Product C,West,Online,B,2023-07-01,600,34.7147311215522,20828.8386729313,2023,7,3,2023-07,34.71473112155216
Product C,West,Online,B,2023-08-01,501,33.9480549604632,17007.9755351921,2023,8,3,2023-08,33.948054960463274
Product C,West,Online,B,2023-09-01,672,35.5310865631327,23876.8901704252,2023,9,3,2023-09,35.53108656313274
Product C,West,Online,B,2023-10-01,720,35.4259498273022,25506.6838756576,2023,10,4,2023-10,35.42594982730222
Product C,West,Online,B,2023-11-01,468,34.7127225560835,16245.5541562471,2023,11,4,2023-11,34.71272255608355
Product C,West,Online,B,2023-12-01,418,33.7704050913453,14116.0293281823,2023,12,4,2023-12,33.77040509134522
Product C,West,Online,B,2024-01-01,563,33.8937381739961,19082.1745919598,2024,1,1,2024-01,33.89373817399609
Product C,West,Online,B,2024-02-01,506,34.7387617039494,17577.8134221984,2024,2,1,2024-02,34.73876170394941
Product C,West,Online,B,2024-03-01,425,34.6119053534931,14710.0597752345,2024,3,1,2024-03,34.61190535349294
Product C,West,Online,B,2024-04-01,640,33.4503851963673,21408.2465256751,2024,4,2,2024-04,33.45038519636734
Product C,West,Online,B,2024-05-01,452,33.2692923253635,15037.7201310643,2024,5,2,2024-05,33.269292325363494
Product C,West,Online,B,2024-06-01,657,36.340496371733,23875.7061162286,2024,6,2,2024-06,36.34049637173303
Product C,West,Online,B,2024-07-01,470,34.3194154457888,16130.1252595207,2024,7,3,2024-07,34.31941544578873
Product C,West,Online,B,2024-08-01,701,36.6186697671656,25669.6875067831,2024,8,3,2024-08,36.61866976716562
Product C,West,Online,B,2024-09-01,1014,35.615275020944,36113.8888712372,2024,9,3,2024-09,35.61527502094398
Product C,West,Online,B,2024-10-01,485,36.240041417419,17576.4200874482,2024,10,4,2024-10,36.24004141741897
Product C,West,Online,B,2024-11-01,797,34.7647865322651,27707.5348662153,2024,11,4,2024-11,34.76478653226512
Product C,West,Online,B,2024-12-01,754,36.4895882179262,27513.1495163164,2024,12,4,2024-12,36.48958821792626
Product D,West,Online,B,2022-01-01,354,30.7631303581875,10890.1481467984,2022,1,1,2022-01,30.76313035818757
Product D,West,Online,B,2022-02-01,322,29.3311309260316,9444.62415818218,2022,2,1,2022-02,29.331130926031612
Product D,West,Online,B,2022-03-01,537,30.5595305641182,16410.4679129315,2022,3,1,2022-03,30.55953056411825
Product D,West,Online,B,2022-04-01,253,31.2640417618677,7909.80256575253,2022,4,2,2022-04,31.26404176186771
Product D,West,Online,B,2022-05-01,357,30.7222377606668,10967.838880558,2022,5,2,2022-05,30.722237760666665
Product D,West,Online,B,2022-06-01,293,30.5175181513187,8941.63281833637,2022,6,2,2022-06,30.517518151318665
Product D,West,Online,B,2022-07-01,520,30.7323071951978,15980.7997415029,2022,7,3,2022-07,30.732307195197887
